ProjIndex	Ch	ChIndex	ChInfo	Inj.Freq	Amp1High	AmpLow	Amp2High	Amp2Low	Gain1	AcqGap	AcqCNTHigh	AcqCntLow	TotalDMFreq	DM1	DM2	DM3
12	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
12	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
12	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
12	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
12	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
12	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
12	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
12	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
12	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
12	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
12	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
12	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
12	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
12	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	22	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
12	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
12	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
13	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
13	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
13	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
13	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
13	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
13	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
13	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
13	9	0	2	3	1	136	1	124	1	1	0	9	0	1	5	10	
13	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
13	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
13	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
13	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
13	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
13	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
13	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	29	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
13	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
13	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
14	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
14	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
14	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
14	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
14	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
14	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
14	8	0	2	3	1	130	1	119	1	1	0	9	0	1	5	10	
14	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
14	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
14	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
14	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
14	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
14	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
14	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
14	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
14	30	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
14	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
15	2	0	2	3	1	115	1	125	1	1	0	9	0	1	5	10	
15	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
15	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
15	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
15	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
15	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
15	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
15	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
15	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
15	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
15	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
15	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
15	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
15	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
15	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
15	31	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
16	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
16	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
16	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
16	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
16	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
16	6	0	2	3	1	134	1	126	1	1	0	9	0	1	5	10	
16	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
16	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
16	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
16	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
16	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
16	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
16	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
16	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
16	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
16	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
16	31	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
17	0	0	2	3	1	128	1	128	1	1	0	9	0	1	5	10	
17	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
17	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
17	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
17	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
17	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
17	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
17	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
17	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
17	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
17	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
17	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
17	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
17	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
17	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
17	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
17	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	23	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
17	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
17	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
18	2	0	2	3	1	115	1	125	1	1	0	9	0	1	5	10	
18	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
18	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
18	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
18	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
18	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
18	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
18	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
18	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
18	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
18	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
18	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
18	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
18	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
18	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	20	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
18	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
18	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
19	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
19	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
19	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
19	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
19	6	0	2	3	1	134	1	126	1	1	0	9	0	1	5	10	
19	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
19	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
19	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
19	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
19	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
19	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
19	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
19	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
19	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
19	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	17	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
19	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
19	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
20	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
20	3	0	2	3	1	139	1	129	1	1	0	9	0	1	5	10	
20	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
20	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
20	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
20	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
20	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
20	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
20	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
20	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
20	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
20	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
20	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
20	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
20	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	21	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
20	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
20	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
21	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
21	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
21	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
21	5	0	2	3	1	141	1	130	1	1	0	9	0	1	5	10	
21	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
21	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
21	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
21	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
21	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
21	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
21	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
21	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
21	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
21	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
21	16	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
21	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
21	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
22	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
22	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
22	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
22	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
22	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
22	7	0	2	3	1	146	1	128	1	1	0	9	0	1	5	10	
22	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
22	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
22	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
22	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
22	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
22	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
22	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
22	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
22	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	29	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
22	30	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
22	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	0	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
23	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
23	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
23	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
23	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
23	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
23	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
23	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
23	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
23	10	0	2	3	1	129	1	108	1	1	0	9	0	1	5	10	
23	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
23	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
23	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
23	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
23	15	0	0	15	1	125	1	121	232	1	0	9	0	1	5	10	
23	16	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	17	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	18	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	19	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	20	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	21	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	22	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	23	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	24	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	25	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	26	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	27	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	28	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	29	0	3	3	1	128	1	128	1	1	0	9	0	1	5	10	
23	30	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
23	31	0	0	15	1	128	1	128	232	1	0	9	0	1	5	10	
24	0	0	2	3	1	128	1	128	1	1	0	9	0	1	5	10	
24	1	0	0	15	1	140	1	138	232	1	0	9	0	1	5	10	
24	2	0	0	15	1	115	1	125	232	1	0	9	0	1	5	10	
24	3	0	0	15	1	139	1	129	232	1	0	9	0	1	5	10	
24	4	0	0	15	1	135	1	130	232	1	0	9	0	1	5	10	
24	5	0	0	15	1	141	1	130	232	1	0	9	0	1	5	10	
24	6	0	0	15	1	134	1	126	232	1	0	9	0	1	5	10	
24	7	0	0	15	1	146	1	128	232	1	0	9	0	1	5	10	
24	8	0	0	15	1	130	1	119	232	1	0	9	0	1	5	10	
24	9	0	0	15	1	136	1	124	232	1	0	9	0	1	5	10	
24	10	0	0	15	1	129	1	108	232	1	0	9	0	1	5	10	
24	11	0	0	15	1	132	1	116	232	1	0	9	0	1	5	10	
24	12	0	0	15	1	141	1	122	232	1	0	9	0	1	5	10	
24	13	0	0	15	1	134	1	122	232	1	0	9	0	1	5	10	
24	14	0	0	15	1	137	1	125	232	1	0	9	0	1	5	10	
